word,meaning_bn,meaning_en,example,part_of_speech,phonetic,level
obviously,স্পষ্টতই,In an obvious or clearly apparent manner.,She was in floods of tears and obviously very upset.,adverb,/ˈɒ(b).vɪəs.li/,
occasion,উপলক্ষ,A favorable opportunity; a convenient or timely chance.,"At this point, she seized the occasion to make her own observation.",noun,/əˈkeɪʒən/,
occasionally,মাঝে মাঝে,"On the occasion of something else happening; incidentally, by the way.",,adverb,/əˈkeɪʒnəli/,
occupied,দখল করা,"Reserved, engaged.",The stall on the left is occupied.,adjective,/ˈɑkjəpaɪd/,
occupy,দখল করা,(of time) To take or use.,,verb,/ˈɒkjʊpaɪ/,
occur,ঘটবে,To happen or take place.,The liftoff will occur in exactly twelve seconds.,verb,,
ocean,মহাসাগর,One of the large bodies of water separating the continents.,,noun,/ˈəʊ.ʃən/,
odd,অদ্ভুত,(diminutive) An odd number.,So let's see. There are two evens here and three odds.,noun,/ɒd/,
oddly,অদ্ভুতভাবে,In a peculiar manner; strangely; unusually.,"For December, it was oddly warm.",adverb,,
of,এর,Expressing distance or motion.,,preposition,/ɔv/,
off,বন্ধ,"(usually in phrases such as 'from the off', 'at the off', etc.) Beginning; starting point.",He has been very obviously an untrustworthy narrator right from the off.,noun,/ɔːf/,
offend,অপমান,To hurt the feelings of; to displease; to make angry; to insult.,Your accusations offend me deeply.,verb,/əˈfɛnd/,
offensive,আক্রমণাত্মক,An attack.,The Marines today launched a major offensive.,noun,/əˈfɛnsɪv/,
offer,অফার,A proposal that has been made.,I decline your offer to contract.,noun,/ˈɑfɚ/,
office,অফিস,"A ceremonial duty or service, particularly:",,noun,,
officer,অফিসার,"One who has a position of authority in a hierarchical organization, especially in military, police or government organizations.",,noun,/ˈɑfɪsɚ/,
official,অফিসিয়াল,An office holder invested with powers and authorities.,David Barnes was the official charged with the running of the sports club.,noun,/əˈfɪʃəl/,
officially,আনুষ্ঠানিকভাবে,In an official manner; according to official rules or regulations.,,adverb,/əˈfɪʃəli/,
often,প্রায়ই,Frequent.,,adjective,/ˈɑf(t)ən/,
oh,ওহ,"An utterance of oh; a spoken expression of surprise, acknowledgement, etc.",,noun,/əʊ/,
oil,তেল,Liquid fat.,,noun,/ɔɪl/,
old,পুরাতন,"(with the, invariable plural only) People who are old; old beings; the older generation, taken as a group.",A civilised society should always look after the old in the community.,noun,/ˈɒʊld/,
old-fashioned,সেকেলে,"A cocktail made by muddling sugar with bitters and adding whiskey or, less commonly, brandy, served with a twist of citrus rind.",,noun,/əʊldˈfæʃənd/,
on,অন,To switch on,Can you on the light?,verb,/ɒn/,
once,একবার,(frequency) One and only one time.,I have only once eaten pizza.,adverb,/wɒn(t)s/,
one,এক,The digit or figure 1.,,noun,/wan/,
one another,একে অপরের,(reciprocal pronoun) Used of a reciprocal relationship among a group of two or more people or things; compare each other.,Rainy days seemed to follow one another all summer.,pronoun,,
onion,পেঁয়াজ,"A monocotyledonous plant (Allium cepa), allied to garlic, used as vegetable and spice.",,noun,/ˈʌŋjɪn/,
online,অনলাইন,"To bring (a system, etc.) online; to promote to an active or running state.",,verb,/ɒnˈlaɪn/,
only,শুধুমাত্র,An only child.,,noun,/ˈəʊn.li/,
onto,উপর,(of a function) Assuming each of the values in its codomain; having its range equal to its codomain.,"Considered as a function on the real numbers, the exponential function is not onto.",adjective,/ˈɒn.tuː/,
open,খোলা,Not closed,,adjective,,
opening,খোলা,To make something accessible or allow for passage by moving from a shut position.,Turn the doorknob to open the door.,verb,,
openly,প্রকাশ্যে,"In an open manner, visibly, not covertly.",,adverb,/ˈoʊpənli/,
operate,কাজ,"To perform a work or labour; to exert power or strength, physical or mechanical; to act.",,verb,/ˈɒpəɹeɪt/,
operation,অপারেশন,The method by which a device performs its function.,,noun,/ˌɒpəˈɹeɪʃən/,
opinion,মতামত,"A subjective belief, judgment or perspective that a person has formed about a topic, issue, person or thing.",Every man is a fool in some man's opinion.,noun,/əˈpɪnjən/,
opponent,প্রতিপক্ষ,One who opposes another; one who works or takes a position against someone or something; one who attempts to stop the progress of someone or something.,"During the crackdown, many opponents of the regime were arrested.",noun,/ɒpəʊnənt/,
opportunity,সুযোগ,"A chance for advancement, progress or profit.",The world is full of opportunities and it's up to me to see them and pursue them.,noun,/ˌɒp.əˈtjuː.nɪ.tɪ/,
oppose,বিরোধিতা,"To attempt to stop the progression of; to resist or antagonize by physical means, or by arguments, etc.; to contend against.",There is still time to oppose this plan.,verb,/əˈpəʊz/,
opposed,বিরোধী,"To attempt to stop the progression of; to resist or antagonize by physical means, or by arguments, etc.; to contend against.",There is still time to oppose this plan.,verb,/əˈpəʊzd/,
opposing,বিরোধী,"To attempt to stop the progression of; to resist or antagonize by physical means, or by arguments, etc.; to contend against.",There is still time to oppose this plan.,verb,,
opposite,বিপরীত,Something opposite or contrary to something else.,,noun,/ˈɒpəsɪt/,
opposition,বিরোধী,The action of opposing or of being in conflict.,,noun,/ɒpəˈzɪʃən/,
option,বিকল্প,One of a set of choices that can be made.,,noun,/ˈɒpʃən/,
or,বা,"Connects at least two alternative words, phrases, clauses, sentences, etc. each of which could make a passage true. In English, this is the ""inclusive or."" The ""exclusive or"" is formed by ""either [...] or"".","He might get cancer, or be hit by a bus, or God knows what.",conjunction,/ɔː(ɹ)/,
orange,কমলা,An evergreen tree of the genus Citrus such as Citrus sinensis.,,noun,/ˈɔɹɪ̈nd͡ʒ/,
order,আদেশ,"Arrangement, disposition, or sequence.",,noun,,
ordinary,সাধারণ,"A person with authority; authority, ordinance.",,noun,,
organ,অঙ্গ,"A larger part of an organism, composed of tissues that perform similar functions.",bodily organs,noun,/ˈɔː.ɡən/,
organization,সংগঠন,The quality of being organized.,"This painting shows little organization at first glance, but little by little the structure becomes clear.",noun,/ˌɔɹɡənaɪˈzeɪʃən/,
organize,সংগঠিত করা,To arrange in working order.,,verb,/ˈɔːɡənaɪz/,
organized,সংগঠিত,To arrange in working order.,,verb,/ˈɔːɡənaɪzd/,
origin,মূল,The beginning of something.,,noun,/ˈɒɹ.ə.dʒən/,
original,মূল,An object or other creation (e.g. narrative work) from which all later copies and variations are derived,This manuscript is the original.,noun,/əˈɹɪdʒnəl/,
originally,মূলত,As it was in the beginning.,"Originally, this paper was white, but over the years it has yellowed with age.",adverb,/əˈɹɪdʒnəli/,
other,অন্যান্য,"An other, another (person, etc), more often rendered as another.",I'm afraid little Robbie does not always play well with others.,noun,/ˈɐðə/,
otherwise,অন্যথায়,Other than supposed; different.,"He said he didn’t do it, but the evidence was otherwise.",adjective,/ˈʌð.əˌwaɪz/,
ought to,করা উচিত,,,,,
ounce,আউন্স,"An avoirdupois ounce, weighing 1/16 of an avoirdupois pound, or 28.3495 grams.",,noun,/aʊns/,
our,আমাদের,,,,,
ours,আমাদের,"That which belongs to us; the possessive case of we, used without a following noun.",,pronoun,/ɑːz/,
ourselves,নিজেদেরকে,(reflexive pronoun) Us; the group including the speaker as the object of a verb or preposition when that group also is the subject.,We should keep this for ourselves.,pronoun,/aʊəˈsɛlvz/,
out,আউট,"A means of exit, escape, reprieve, etc.",They wrote the law to give those organizations an out.,noun,/æɔt/,
outdoor,বহিরঙ্গন,(in some African communities) To publicly display a child after it has been named,,verb,/ˌaʊtˈdɔː/,
outdoors,বাইরে,"(often preceded by ""the"") The environment outside of enclosed structures.",,noun,,
outer,বাইরের,An outer part.,,noun,/ˈaʊtə/,
outline,রূপরেখা,A line marking the boundary of an object figure.,,noun,/ˈaʊtlaɪn/,
output,আউটপুট,"Production; quantity produced, created, or completed.",The factory increased its output this year.,noun,/ˈaʊtpʊt/,
outside,বাইরে,The part of something that faces out; the outer surface.,He's repainting the outside of his house.,noun,,
outstanding,অসামান্য,To resist effectually; withstand; sustain without yielding.,,verb,,
oven,চুলা,A chamber used for baking or heating.,,noun,/ˈʌ.vn̩/,
over,ওভার,A set of six legal balls bowled.,,noun,,
overall,সামগ্রিক,"A garment worn over other clothing to protect it; a coverall or boiler suit. A garment, for manual labor or for casual wear, often made of a single piece of fabric, with long legs and a bib upper, supported from the shoulders with straps, and having several large pockets and loops for carrying tools.",,noun,,
overcome,পরাস্ত,The burden or recurring theme in a song.,,noun,/ˌəʊvəˈkʌm/,
overseas,বিদেশী,Abroad.,Overseas branches of the company are doing well.,adjective,/ˌəʊvəˈsiːz/,
owe,ঋণী,To be under an obligation to give something back to someone or to perform some action for someone.,,verb,/əʊ/,
own,নিজস্ব,"Belonging to; possessed; proper to. Often marks a possessive determiner as reflexive, referring back to the subject of the clause or sentence.",,adjective,/ˈəʊn/,
own up,আপ আপ,"To acknowledge, confess, or admit guilt or reponsibility. Often used with to.",I'll own up: I glued your mouse to its mat.,verb,,
owner,মালিক,One who owns something.,The police recovered the stolen car and returned it to its owner.,noun,/ˈəʊnə/,
p,পি,Abbreviation of penny; pence.,,noun,/piː/,
p.m.,বিকাল,"After noon (used after a time to indicate it is between noon and midnight, i.e., in the afternoon, evening or night as opposed to the morning)",,adverb,/piːˈɛm/,
pace 1,গতি 1,,,,,
pack,প্যাক,"A bundle made up and prepared to be carried; especially, a bundle to be carried on the back, but also a load for an animal, a bale.",The horses carried the packs across the plain.,noun,/pæk/,
package,প্যাকেজ,"Something which is packed, a parcel, a box, an envelope.",,noun,/ˈpækɪdʒ/,
page,পৃষ্ঠা,One of the many pieces of paper bound together within a book or similar document.,,noun,/peɪd͡ʒ/,
pain,ব্যথা,"An ache or bodily suffering, or an instance of this; an unpleasant sensation, resulting from a derangement of functions, disease, or injury by violence; hurt.",I had to stop running when I started getting pains in my feet.,noun,/peɪn/,
painful,বেদনাদায়ক,"Causing pain or distress, either physical or mental.",,adjective,/ˈpeɪn.fəl/,
